id,gene
master_node,
master_node.node0,
master_node.node0.node1,
master_node.node0.node1.OPN1LW,
master_node.node0.node1.node2,
master_node.node0.node1.node2.MFSD8,
master_node.node0.node1.node2.node3,
master_node.node0.node1.node2.node3.MPZ,
master_node.node0.node1.node2.node3.node4,
master_node.node0.node1.node2.node3.node4.TTLL10,
master_node.node0.node1.node2.node3.node4.node5,
master_node.node0.node1.node2.node3.node4.node5.DRAM2,
master_node.node0.node1.node2.node3.node4.node5.node6,
master_node.node0.node1.node2.node3.node4.node5.node6.CERKL,
master_node.node0.node1.node2.node3.node4.node5.node6.node7,
master_node.node0.node1.node2.node3.node4.node5.node6.node7.ABCA4,
master_node.node0.node1.node2.node3.node4.node5.node6.node7.node8,
master_node.node0.node1.node2.node3.node4.node5.node6.node7.node8.SRD5A3,
master_node.node0.node1.node2.node3.node4.node5.node6.node7.node8.node9,
master_node.node0.node1.node2.node3.node4.node5.node6.node7.node8.node9.USH2A,
master_node.node0.node1.node2.node3.node4.node5.node6.node7.node8.node9.node10,
master_node.node0.node1.node2.node3.node4.node5.node6.node7.node8.node9.node10.ARHGEF18,
master_node.node0.node1.node2.node3.node4.node5.node6.node7.node8.node9.node10.node11,
master_node.node0.node1.node2.node3.node4.node5.node6.node7.node8.node9.node10.node11.ARL2BP,
master_node.node0.node1.node2.node3.node4.node5.node6.node7.node8.node9.node10.node11.node12,
master_node.node0.node1.node2.node3.node4.node5.node6.node7.node8.node9.node10.node11.node12.RPGR,
master_node.node0.node1.node2.node3.node4.node5.node6.node7.node8.node9.node10.node11.node12.node13,
master_node.node0.node1.node2.node3.node4.node5.node6.node7.node8.node9.node10.node11.node12.node13.CACNA1F,
master_node.node0.node1.node2.node3.node4.node5.node6.node7.node8.node9.node10.node11.node12.node13.node14,
master_node.node0.node1.node2.node3.node4.node5.node6.node7.node8.node9.node10.node11.node12.node13.node14.RP9,
master_node.node0.node1.node2.node3.node4.node5.node6.node7.node8.node9.node10.node11.node12.node13.node14.node15,
master_node.node0.node1.node2.node3.node4.node5.node6.node7.node8.node9.node10.node11.node12.node13.node14.node15.IQCB1,
master_node.node0.node1.node2.node3.node4.node5.node6.node7.node8.node9.node10.node11.node12.node13.node14.node15.node16,
master_node.node0.node1.node2.node3.node4.node5.node6.node7.node8.node9.node10.node11.node12.node13.node14.node15.node16.PHYH,
master_node.node0.node1.node2.node3.node4.node5.node6.node7.node8.node9.node10.node11.node12.node13.node14.node15.node16.node17,
master_node.node0.node1.node2.node3.node4.node5.node6.node7.node8.node9.node10.node11.node12.node13.node14.node15.node16.node17.PAX6,
master_node.node0.node1.node2.node3.node4.node5.node6.node7.node8.node9.node10.node11.node12.node13.node14.node15.node16.node17.node18,
master_node.node0.node1.node2.node3.node4.node5.node6.node7.node8.node9.node10.node11.node12.node13.node14.node15.node16.node17.node18.GSN,
master_node.node0.node1.node2.node3.node4.node5.node6.node7.node8.node9.node10.node11.node12.node13.node14.node15.node16.node17.node18.ARL3,
master_node.node0.unknown,
master_node.node19,
master_node.node19.node20,
master_node.node19.node20.node21,
master_node.node19.node20.node21.node22,
master_node.node19.node20.node21.node22.DNAJC3,
master_node.node19.node20.node21.node22.node23,
master_node.node19.node20.node21.node22.node23.WRAP53,
master_node.node19.node20.node21.node22.node23.node24,
master_node.node19.node20.node21.node22.node23.node24.RTEL1,
master_node.node19.node20.node21.node22.node23.node24.node25,
master_node.node19.node20.node21.node22.node23.node24.node25.SBDS,
master_node.node19.node20.node21.node22.node23.node24.node25.node26,
master_node.node19.node20.node21.node22.node23.node24.node25.node26.TINF2,
master_node.node19.node20.node21.node22.node23.node24.node25.node26.node27,
master_node.node19.node20.node21.node22.node23.node24.node25.node26.node27.TERC,
master_node.node19.node20.node21.node22.node23.node24.node25.node26.node27.node28,
master_node.node19.node20.node21.node22.node23.node24.node25.node26.node27.node28.GRHL2,
master_node.node19.node20.node21.node22.node23.node24.node25.node26.node27.node28.node29,
master_node.node19.node20.node21.node22.node23.node24.node25.node26.node27.node28.node29.USB1,
master_node.node19.node20.node21.node22.node23.node24.node25.node26.node27.node28.node29.node30,
master_node.node19.node20.node21.node22.node23.node24.node25.node26.node27.node28.node29.node30.DKC1,
master_node.node19.node20.node21.node22.node23.node24.node25.node26.node27.node28.node29.node30.node31,
master_node.node19.node20.node21.node22.node23.node24.node25.node26.node27.node28.node29.node30.node31.PARN,
master_node.node19.node20.node21.node22.node23.node24.node25.node26.node27.node28.node29.node30.node31.node32,
master_node.node19.node20.node21.node22.node23.node24.node25.node26.node27.node28.node29.node30.node31.node32.TERT,
master_node.node19.node20.node21.node22.node23.node24.node25.node26.node27.node28.node29.node30.node31.node32.node33,
master_node.node19.node20.node21.node22.node23.node24.node25.node26.node27.node28.node29.node30.node31.node32.node33.RTEL1-TNFRSF6B,
master_node.node19.node20.node21.node22.node23.node24.node25.node26.node27.node28.node29.node30.node31.node32.node33.node34,
master_node.node19.node20.node21.node22.node23.node24.node25.node26.node27.node28.node29.node30.node31.node32.node33.node34.ACD,
master_node.node19.node20.node21.node22.node23.node24.node25.node26.node27.node28.node29.node30.node31.node32.node33.node34.LIG4,
master_node.node19.node20.node21.DNAJC21,
master_node.node19.node20.ERCC6L2,
master_node.node19.GATA2,
